Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Error | Event ID : 0 | Event Name :  | Formatter : The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.7.0 Authentication Required. Learn more at
Date: 6/11/2021 2:47:58 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 2:47:59 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 2:47:59 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 2:54:01 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 2:54:01 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 2:54:01 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 2:54:03 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 2:54:03 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 2:54:03 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 2:54:04 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 2:54:04 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 2:54:09 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:00:39 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:00:39 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:00:39 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:00:40 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:00:40 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:00:40 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:00:42 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:00:42 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:00:45 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:01:14 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:01:14 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:01:14 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:01:16 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:01:16 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:01:16 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:01:18 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:01:18 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:01:22 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:02:10 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:04:11 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:04:11 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:04:11 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:04:12 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:04:12 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:04:12 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:04:14 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:04:14 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:04:19 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:04:23 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:08:53 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:08:53 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:08:53 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:08:55 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:08:55 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:08:55 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:08:57 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:08:57 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:09:02 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:09:09 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:09:24 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:09:24 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:09:24 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:09:26 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:09:26 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:09:26 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:09:27 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:09:58 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:09:58 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:09:58 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:10:00 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:10:00 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:10:00 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:10:01 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:10:01 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:10:05 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:10:12 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
Date: 6/11/2021 3:11:28 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/11/2021 3:11:28 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/11/2021 3:11:28 AM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/11/2021 3:11:29 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:11:29 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:11:29 AM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/11/2021 3:11:31 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:11:31 AM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/11/2021 3:11:34 AM | Log Level : Warning | Event ID : 20504 | Event Name : Microsoft.EntityFrameworkCore.Query.MultipleCollectionIncludeWarning | Formatter : Compiling a query which loads related collections for more than one collection navigation either via 'Include' or through projection but no 'QuerySplittingBehavior' has been configured. By default Entity Framework will use 'QuerySplittingBehavior.SingleQuery' which can potentially result in slow query performance. See https://go.microsoft.com/fwlink/?linkid=2134277 for more information. To identify the query that's triggering this warning call 'ConfigureWarnings(w => w.Throw(RelationalEventId.MultipleCollectionIncludeWarning))'
